l,m,C,S
31,16,-1.7364169741852385e-31,1.550782082469406e-31
31,17,-2.769513356686779e-33,6.447098958620811e-33
31,18,-1.8997415650659694e-35,-8.716071138930937e-35
31,19,3.014572108493353e-36,6.718529233369492e-36
31,20,-1.394566701279341e-37,3.2647042705956615e-37
31,21,-2.370372075457449e-38,1.7693082551303893e-38
31,22,-1.0228763692678556e-39,-1.1612713763285016e-39
31,23,3.7827408422944143e-41,2.0193435001967505e-41
31,24,-6.467483612854999e-43,-8.309978193509731e-43
31,25,-1.8792779076383094e-43,-1.991013366987297e-44
31,26,-7.848269029907494e-45,1.0883647785872849e-45
31,27,-4.0793995099671325e-47,3.9582008434573735e-46
31,28,2.3844589747193767e-47,6.644743936176733e-48
31,29,-3.521337629894296e-49,-4.047386302943709e-49
31,30,-1.3004172925280022e-50,-1.2817409783372818e-49
31,31,-1.765933140299764e-50,-3.160983415971024e-51
32,0,-1.935497435008717e-08,0.0
32,1,-2.6679296388289597e-11,1.2558623166391296e-09
32,2,1.2432377693590223e-10,-3.105009157570837e-11
32,3,-1.393976435523409e-13,1.247514813338379e-12
32,4,2.037439672207352e-14,-7.540195063786586e-14
32,5,3.0895051606694475e-15,4.103948510284327e-16
32,6,-1.1200584892934497e-16,-8.403946753741121e-17
32,7,3.2894217365728497e-19,1.3999928259344235e-18
32,8,1.3362343900471284e-19,7.24153597930445e-20
32,9,1.7359081095839816e-21,-4.7059449363513e-22
32,10,-1.4454927275480956e-23,-5.089048207547445e-23
32,11,-1.1696650461045782e-24,2.6237608164657282e-24
32,12,-1.8631540493350992e-25,1.4988838387124159e-25
32,13,1.5045301029425143e-27,1.7370361146333256e-27
32,14,-6.803887396894916e-29,2.4115513176597644e-29
32,15,2.045625557637023e-30,-3.559470789294547e-30
32,16,5.533158771458409e-32,5.733215160426342e-32
32,17,-3.440196740667129e-33,5.331519664919105e-33
32,18,2.5141546840472925e-34,-3.411060249321506e-35
32,19,5.061723113222232e-37,-2.075552124008888e-36
32,20,8.239633816826218e-38,-3.708289998357473e-39
32,21,-2.624794023303181e-39,1.28868779180839e-38
32,22,-5.549862224673157e-40,-1.0686756156111595e-40
32,23,1.4776999560181053e-41,-4.828570869237498e-42
32,24,-3.218957175861455e-43,1.2403563553171035e-44
32,25,-7.775629012396544e-44,-2.334045470523404e-44
32,26,1.0705277487977845e-45,-7.64512078694243e-46
32,27,-5.362506637342813e-47,-7.106365532224328e-47
32,28,9.678052533408217e-49,-3.4907197153536316e-48
32,29,1.4689367761647026e-49,1.1743630515656597e-49
32,30,-1.9886163341976053e-50,3.844929850951235e-51
32,31,-1.5599490209903226e-51,-7.457028857957043e-53
32,32,1.1142383317872903e-52,4.0446184488514263e-53
33,0,-2.9748016670417404e-08,0.0
33,1,-6.051922254525384e-10,-1.3444470747106211e-09
33,2,-6.25398942894876e-11,2.3995154681140404e-11
33,3,-1.2094283114720782e-13,1.903450078891938e-12
33,4,-5.943814736535023e-14,4.720970003837203e-14
33,5,-9.084789926646703e-17,1.1955126938066206e-15
33,6,4.349251266919814e-18,-2.1999650752335248e-17
33,7,-9.613599491826088e-19,1.8988761932682456e-19
33,8,-3.153769326472631e-20,1.1888400761892263e-19
33,9,1.274937406775475e-21,2.672648739579102e-21
33,10,-1.2169397111255026e-23,8.673009083092654e-24
33,11,4.881176436461455e-25,-1.5903979173289386e-24
33,12,-7.575711284188101e-27,7.333108966545399e-26
33,13,5.013155707504977e-28,7.241189860800378e-28
33,14,3.87595104674064e-29,4.484964130800982e-29
33,15,-1.2131812825908423e-30,-9.129917042870093e-31
33,16,5.98301920635194e-32,4.963173105327842e-32
33,17,-1.5744063598688698e-33,3.749133496679617e-33
33,18,-1.0886450966161994e-34,-3.1304896001315476e-35
33,19,3.0479926071385294e-36,8.6805022902475e-37
33,20,-4.954646112215375e-38,-1.1809603811734146e-37
33,21,4.272569881956227e-40,1.2549666999643767e-40
33,22,-1.930668516771852e-40,-3.149412135073402e-40
33,23,-2.846721779728837e-43,-8.702540798369005e-42
33,24,3.846928884634588e-43,-3.1695441824015018e-43
33,25,7.711854010898397e-45,-1.6105319872485903e-44
33,26,7.19574322953371e-46,3.190906609654423e-46
33,27,-3.3609944534649267e-48,3.6471249508294485e-48
33,28,2.7228551800558645e-49,-1.3971406545947471e-49
33,29,-1.6617221749771213e-49,5.575663728169841e-50
33,30,-1.0301668992064406e-51,-1.1735369893132029e-50
33,31,1.9548060095619828e-52,3.9405886791119965e-53
33,32,2.520289718290308e-53,-1.894623709501542e-53
33,33,-8.346734692577656e-55,4.1452982792871324e-54
34,0,-7.42216931459967e-08,0.0
34,1,-1.43173493275208e-10,2.2240827658062975e-09
34,2,6.859674685576616e-11,7.451788976533945e-11
34,3,3.846607200658862e-12,2.4564854804445197e-12
34,4,-6.763512339411659e-14,2.766751923236873e-15
34,5,-1.0624745669225434e-15,6.44984197323031e-16
34,6,-5.267773571714303e-18,4.792499864363658e-17
34,7,4.505340276246956e-19,-1.4648755190579656e-18
34,8,-4.730269455274527e-20,3.879725738476195e-20
34,9,4.077940478384336e-24,-4.102247135817234e-23
34,10,-5.407695473718753e-23,1.0280435964619483e-23
34,11,-2.6988476099137356e-25,-1.4490553278019723e-25
34,12,7.890954651658922e-26,-2.2075786766400014e-26
34,13,-5.588767450551421e-28,2.657204239375452e-28
34,14,-1.357110205992752e-29,5.063774298795569e-29
34,15,7.828490810807233e-32,9.978290905323799e-31
34,16,-1.0754094640307984e-32,-1.1600984690341954e-32
34,17,-7.1280747917783015e-34,4.829099063156326e-34
34,18,-8.196934884268084e-35,-3.2694280068666805e-35
34,19,-6.970479472296623e-37,1.3443202112468166e-36
34,20,2.756425658297641e-38,-7.088407572414925e-38
34,21,-5.069537208131658e-40,-1.7816076384072167e-39
34,22,-3.058228805490258e-41,3.5366865714741986e-41
34,23,-3.694340925098069e-43,-4.537923908386582e-42
34,24,1.173174796763274e-43,5.278318061721782e-44
34,25,5.093384832099559e-45,-6.112781978771651e-45
34,26,9.343560580069593e-47,-3.388623626934121e-46
34,27,1.4870926480224203e-47,-4.650013096005904e-48
34,28,-3.6737207034982358e-50,-1.1216148160379651e-48
34,29,1.9264866488958775e-50,-1.2289819767925704e-50
34,30,-3.350521077549475e-51,-1.4896370866598477e-52
34,31,-4.785296697472089e-53,-1.9796953420121768e-53
34,32,6.361328529387839e-54,1.2932111241718261e-54
34,33,8.622004829601662e-55,2.6432748527603488e-55
34,34,-6.536500277804737e-56,1.2157988656493416e-56
35,0,6.544184106169754e-08,0.0
35,1,-4.211388983740756e-09,-3.3844974464101582e-09
35,2,-1.4267051970370458e-10,6.735887828322999e-11
35,3,4.14344481332879e-13,6.118964483653761e-13
35,4,-1.9299244624608807e-14,8.108290034040366e-14
35,5,-1.7122212914853373e-15,-2.3892356469229993e-15
35,6,3.8041271525602513e-17,5.746210708508315e-17
35,7,-5.626952932234806e-19,4.108254067700946e-19
35,8,7.603448775795689e-21,4.885801332801299e-20
35,9,-2.0609320311784693e-22,-3.267655900671534e-23
35,10,-9.81756002641711e-24,4.6350765746492397e-23
35,11,2.7757067080974376e-25,-4.280783712910777e-25
35,12,3.368702263594313e-26,-2.713034395363187e-26
35,13,-2.2136794213026827e-28,4.612374626720334e-28
35,14,-2.223508732446783e-29,-2.2745923858130328e-29
35,15,-1.5142362933577942e-30,9.256387690583716e-31
35,16,-1.98652569917034e-32,-2.4708053114235154e-32
35,17,1.1951421603583843e-34,-1.0271677110272149e-33
35,18,-1.7943395221885373e-35,-3.7739418125763684e-35
35,19,-1.454127427887827e-37,-3.956915852714985e-37
35,20,4.32644291106574e-39,-1.7480186227452493e-39
35,21,1.669716268824855e-39,-6.421038065379381e-41
35,22,3.040188137487098e-41,2.7772699830754946e-41
35,23,-1.445139456007886e-42,-4.1366723122634356e-43
35,24,1.7849344282620794e-44,3.395222772025737e-44
35,25,1.8121621313814636e-45,4.3410646281441e-46
35,26,-4.453291148585135e-47,4.466901674586393e-47
35,27,4.722472209077029e-48,-5.717120965432335e-48
35,28,1.4135767235828103e-49,-2.877947986542777e-49
35,29,6.717883566736094e-51,2.837740383287862e-51
35,30,-2.0131178200720246e-52,1.310168808753545e-52
35,31,1.9663844971357952e-53,9.041075959716243e-54
35,32,-5.286682373467535e-55,-1.2691191411106848e-54
35,33,6.028247886588564e-56,-3.4091913401590962e-56
35,34,-7.155613732884198e-58,2.5494839656195714e-57
35,35,-6.50865916058626e-58,-5.493348306446938e-58
36,0,-3.122670165157805e-08,0.0
36,1,1.5877820770096332e-11,2.123069840283292e-09
36,2,-3.403398303145067e-11,-2.610510490242329e-11
36,3,-5.289619367945385e-13,-4.496617641643877e-12
36,4,3.3835657957252716e-14,3.526137124404929e-15
36,5,-1.6325507764878474e-15,-4.697819280190326e-17
36,6,5.634972585349068e-17,-1.619038920916673e-17
36,7,6.132685884265146e-19,9.893939997144974e-19
36,8,2.550305194218261e-20,-1.8635923595596913e-20
36,9,1.8593118734065904e-22,-1.1900133982059986e-22
36,10,6.982645377376544e-24,2.093494595354916e-23
36,11,-3.606304268711768e-25,3.7618785932207476e-25
36,12,5.846288966332526e-28,-2.855561878390844e-26
36,13,-6.140577368680182e-28,5.493918686245895e-28
36,14,-2.7200296286473624e-29,-1.2266331725993471e-29
36,15,1.31472099762673e-31,2.7894218581347276e-31
36,16,4.282034464981711e-33,9.225011072550996e-34
36,17,3.4999006315531997e-34,-5.66176873174991e-34
36,18,4.0975401617012314e-36,9.485268195660766e-36
36,19,-3.765652110525898e-37,-4.0756020064518345e-37
36,20,-1.266371731909152e-38,4.960446328920641e-39
36,21,7.607539593552061e-40,-4.26009143896933e-40
36,22,7.3855437086542e-42,2.701759640688851e-42
36,23,6.771321725837148e-45,2.2215879052785373e-43
36,24,4.210666584445513e-45,-1.3494149028751447e-44
36,25,5.195683548247184e-46,1.7335060862604494e-45
36,26,1.6662327117180008e-47,4.0483701593926774e-47
36,27,-1.2465244855742945e-48,1.4753201746061483e-48
36,28,1.4257642300139532e-50,-2.8160357729558803e-50
36,29,4.393840402241194e-52,-4.1266526504421103e-53
36,30,-1.421687668157719e-52,9.125501512363459e-53
36,31,-6.040191400144895e-54,-3.698001928501829e-54
36,32,4.8971403326295445e-55,8.111034384319879e-56
36,33,7.621930246537978e-57,-8.769746713203797e-57
36,34,-1.3994778929816553e-57,6.451761196704138e-58
36,35,2.4169268381104657e-60,-1.6522608951410797e-58
36,36,7.674128239045302e-60,-8.969477418195938e-60
37,0,-4.943563670414732e-08,0.0
37,1,-2.2727545454510694e-09,-4.215428770245915e-10
37,2,-1.888707308716751e-11,-1.0137040463040274e-10
37,3,-1.3546114936989853e-12,-1.8410696451441757e-14
37,4,3.236037609643481e-14,1.3622737970684205e-14
37,5,-1.5589249246565625e-15,3.0495507021354175e-17
37,6,-6.4623545513507984e-18,3.918545621617422e-17
37,7,8.690820157889098e-19,1.048096135039944e-18
37,8,-1.108114832563718e-20,-1.2274069619918951e-20
37,9,3.566347581256908e-22,-1.6025963303249193e-23
37,10,1.1800249235308712e-23,5.305444138819162e-24
37,11,-1.076037816181432e-25,2.865709185238797e-25
37,12,-3.1204564375746855e-27,-9.831048668793449e-27
37,13,-6.064401687694017e-29,-3.9108169336988898e-28
37,14,-6.482298181144538e-30,-2.988598487652566e-31
37,15,4.328253163451817e-31,-3.93023772389604e-32
37,16,4.261462617283812e-33,1.8857056563122427e-32
37,17,2.301445358184958e-34,-1.3282068671599596e-34
37,18,2.629001489731421e-36,3.977614953584821e-36
37,19,-2.3979107283976315e-37,6.064049859441374e-39
37,20,-8.18188196044126e-39,-1.6591556518937377e-39
37,21,4.445550213629451e-41,-4.739634060584927e-41
37,22,7.909740325416816e-42,6.526668094696431e-43
37,23,-4.785496790742041e-44,1.5308407920385059e-43
37,24,-1.1890631294167728e-44,-1.2774163016993925e-44
37,25,3.1912263903728207e-46,-1.3039339522218315e-46
37,26,8.955253918660465e-48,1.9034203406818408e-47
37,27,-3.737128677668415e-49,3.1917943323002596e-49
37,28,3.187236567929792e-50,1.039674039984181e-50
37,29,4.862248477520141e-52,6.496483353194296e-52
37,30,-3.8981435100531595e-53,5.542470136500267e-53
37,31,6.994838229940788e-55,-1.9230452681523448e-54
37,32,-1.0210801712487265e-57,4.390240091909046e-56
37,33,1.3803234864333616e-57,-8.895024396982095e-57
37,34,7.560835910208627e-59,1.6531609179674282e-59
37,35,-2.2620004489521226e-59,-1.9467086077130137e-59
37,36,-7.406323170927183e-61,-8.038977177893868e-61
37,37,1.1865318415611215e-61,-8.699631521294136e-62
38,0,-2.1310942725611373e-08,0.0
38,1,1.641314384824019e-09,1.0133866433785806e-09
38,2,6.28695046139435e-11,-9.96817840785755e-12
38,3,-2.8992484607903855e-13,-1.0280060399305315e-13
38,4,3.553218265725042e-14,-2.6118102903708745e-14
38,5,-1.4484053489244594e-15,1.3784253781521435e-15
38,6,-4.928749952340172e-17,1.1257726018297676e-17
38,7,2.1300826852357845e-19,-1.1142102582488283e-19
38,8,1.0636619573122863e-20,1.6788941604855938e-20
38,9,2.7056549981571618e-22,-2.2166025893971883e-22
38,10,-5.418114038883031e-24,-1.0831587990867373e-23
38,11,9.21041527104811e-26,3.8958344297786976e-25
38,12,-5.439797028054381e-27,-1.0745347837062745e-26
38,13,9.69439419748245e-29,-4.496779178220134e-28
38,14,-8.465842492073283e-30,4.316003392195808e-30
38,15,8.145782404878055e-32,-8.022513873205818e-32
38,16,-5.239059840770543e-33,8.674494912935201e-33
38,17,6.922420679458321e-35,1.075887139533948e-34
38,18,6.593082784265387e-36,-1.1784170821207556e-36
38,19,2.503299437469633e-38,-9.319505198274513e-41
38,20,2.9990247017577336e-39,-1.7827105486588485e-39
38,21,-2.0473422106657497e-41,6.872577573457383e-41
38,22,7.357692545582736e-43,4.7350868453280624e-42
38,23,-3.0662294895114547e-44,1.1691422255626101e-43
38,24,-8.77996917403995e-45,1.0752958309190176e-45
38,25,-8.115052132937901e-47,-6.832497247740407e-47
38,26,-1.5769160929344266e-48,4.116687657202715e-48
38,27,-6.377504896833032e-50,2.457690907721219e-49
38,28,-5.489992617969319e-51,-4.8268266078890664e-51
38,29,2.4071819510642362e-52,1.0794534463109868e-52
38,30,-1.4434388766426047e-55,3.1876610974912126e-54
38,31,2.7093902741486248e-55,-5.9113505946417326e-55
38,32,2.413539398968788e-56,4.438335070683508e-57
38,33,4.618798440519071e-58,2.0884895747106926e-57
38,34,-7.3319036704675155e-59,2.737055555532798e-59
38,35,2.3049627387888412e-60,1.046590056272119e-60
38,36,2.6823327282996065e-62,-3.7752426040544716e-62
38,37,-9.529048488584152e-63,5.684028890379413e-63
38,38,8.032108953715833e-64,-8.080732976916095e-64
39,0,1.150690973267451e-08,0.0
39,1,-1.409987646053789e-09,2.6450643771354872e-09
39,2,2.4712084709741486e-11,5.703970593449439e-11
39,3,-1.0019833636343484e-12,1.240071397431061e-12
39,4,-2.2563933959298557e-14,-2.4444643434846685e-14
39,5,6.140345057684366e-16,3.212774044152791e-16
39,6,-9.124020630932372e-18,8.318261801623501e-18
39,7,2.0591353551571954e-19,-9.561578449681664e-20
39,8,6.223942642246912e-22,2.825621511254804e-20
39,9,4.2314902412541687e-22,3.063247256020555e-22
39,10,4.013777330860198e-24,1.0238635863292449e-24
39,11,4.989708433491094e-25,-8.982211553256728e-26
39,12,-3.584823359759201e-27,8.314446812149015e-27
39,13,-1.408793858797139e-29,-1.8037725909043946e-28
39,14,-2.199973398323106e-30,1.8268813162091062e-30
39,15,-1.1712725048346611e-31,-1.637056184889126e-32
39,16,5.199667436795077e-34,-1.4729085066709725e-33
39,17,-2.2428024358689439e-35,-2.6269586350507163e-35
39,18,8.135375364527632e-37,2.277533727519769e-37
39,19,6.458694238934011e-38,8.256057380456056e-38
39,20,9.364396671248093e-41,-3.3535489411683314e-39
39,21,-4.982978792091632e-41,1.218048036854516e-41
39,22,-2.1190360375687305e-42,-3.3270320319098533e-43
39,23,-2.885750576178142e-44,5.909436856148562e-44
39,24,-3.15527777569788e-45,2.581751658870854e-45
39,25,-5.901525270056651e-47,-5.761464624019439e-47
39,26,-1.2805945393415343e-48,2.6985421506003097e-48
39,27,-9.344276942018095e-50,-3.0168665301127026e-50
39,28,-1.4272692234394387e-51,-4.383579618379407e-51
39,29,-8.904487820869642e-54,-4.717188225485881e-53
39,30,2.5006660205686403e-54,-6.107600256491563e-54
39,31,3.0318177061931634e-56,-2.5860771257916516e-55
39,32,3.1296814554007284e-57,4.230803304063113e-57
39,33,-2.5162516769467415e-58,1.3757527705479755e-58
39,34,-2.9998877107137914e-60,6.812238846612284e-60
39,35,-1.4864134159528952e-60,2.7001152497817204e-61
39,36,2.795363553298632e-62,-2.1608956150694135e-62
39,37,3.571350226215848e-64,-2.0763466369430096e-63
39,38,-3.120348690983892e-65,2.4905852352975813e-64
39,39,-4.481953462445028e-67,7.324941774081399e-66
40,0,-5.598135838043101e-08,0.0
40,1,1.196677205888433e-09,-3.6147570232783085e-10
40,2,-8.712484678709896e-12,3.467106511955674e-12
40,3,-2.2573660618983378e-13,-4.762027151945612e-13
40,4,3.17127351227408e-14,-3.632098543249317e-14
40,5,1.4563506760970028e-15,1.3437402034909283e-16
40,6,-4.343644120870925e-18,9.109906140695157e-18
40,7,-1.5840734110952588e-20,1.1657111512209166e-19
40,8,1.1325768526863455e-20,8.606772685903548e-21
40,9,-1.4455149213149403e-22,4.366561003990468e-23
40,10,-6.176066981134221e-24,4.016311477156648e-24
40,11,1.3585200078581952e-25,-1.0821520305025483e-25
40,12,5.551410276313204e-27,1.0643807688613929e-27
40,13,-6.250614442368144e-29,-1.1809696297609146e-28
40,14,-6.614775878535382e-31,5.991084905940056e-31
40,15,-7.128858683688733e-32,-2.499734837632517e-32
40,16,-5.451709809014448e-34,-1.4477188503318176e-33
40,17,5.538105893707012e-36,1.3653675484414937e-36
40,18,-2.7279477763266262e-37,2.6921082362071097e-37
40,19,-1.5606562939612444e-38,-2.612829658324744e-39
40,20,-1.696474679815879e-39,1.6604932450363013e-39
40,21,-2.1692573169406837e-41,-3.4247136225000765e-42
40,22,-2.464957710961277e-42,-2.8612809730618533e-42
40,23,-1.466282005618448e-46,-6.967266360644737e-44
40,24,6.932905187247545e-46,5.090558495112729e-46
40,25,3.797326533750921e-48,-1.783523835201078e-47
40,26,1.1606596514357449e-48,-7.45476493309823e-49
40,27,-7.197765882314759e-51,1.1654352141305355e-50
40,28,3.995687833931299e-52,1.2215267950164435e-51
40,29,1.3295119258123558e-53,1.6207353919516306e-53
40,30,-1.9945740443489565e-56,2.0940354554526802e-55
40,31,-5.1573648438274425e-56,-9.158944477207806e-57
40,32,-6.247678379930643e-58,-1.8937569111934016e-57
40,33,-1.938324040947236e-59,-1.7906371990804637e-59
40,34,5.0026901580048644e-61,8.998163232408044e-61
40,35,2.0310320169802537e-61,-2.3490599028904263e-61
40,36,5.2456974851268e-63,9.219268630989366e-63
40,37,-4.454355451886868e-64,1.0643047375732849e-64
40,38,2.0072648073107497e-66,2.194277325449837e-65
40,39,2.751507149918312e-66,1.6873864357236541e-66
40,40,-8.472543054195245e-68,2.8680623661873965e-68
41,0,-2.9521885975137635e-08,0.0
41,1,-2.2180531446357366e-09,-1.0226106770151047e-09
41,2,2.7055544430713786e-11,2.5079736874091503e-11
41,3,7.120079191861869e-13,5.685477754392812e-13
41,4,-7.199665382410824e-15,1.6302755712821082e-14
41,5,4.875870025401037e-16,-3.202592832552863e-16
41,6,6.479569067958714e-18,3.878129951891717e-18
41,7,-4.462297302495286e-20,1.6671472642500706e-19
41,8,-2.473724728467263e-21,-6.996312727615617e-21
41,9,-6.36042659271854e-23,1.824481949061373e-22
41,10,5.3731074573221506e-24,1.3914761811634057e-24
41,11,6.020446127513024e-26,-1.344568221181388e-25
41,12,2.7658000359470486e-27,5.040171878703955e-29
41,13,-2.247254131727962e-29,9.492735475084316e-29
41,14,1.5674877621247227e-30,-1.410967560171389e-31
41,15,-9.465596375099454e-33,1.5035070374083258e-32
41,16,-8.786229450489835e-35,-1.1360855174002906e-33
41,17,-1.2851426063518797e-35,1.4690770329630876e-35
41,18,-4.7160639134432436e-37,7.5123099323185576e-37
41,19,-9.696062216902864e-39,-6.268337772634014e-39
41,20,-2.4292342231281657e-40,-8.564176192878068e-41
41,21,-7.89975024595011e-42,-1.0821825150651457e-41
41,22,-1.0239898978995788e-42,-2.4036500670708246e-43
41,23,1.4092761979792484e-45,-4.0461696415868657e-44
41,24,5.4463391525923454e-46,-1.7883240245365763e-46
41,25,3.760558805766549e-49,7.169209536696826e-48
41,26,4.736161062329255e-49,-6.349276174569504e-49
41,27,4.385548662809395e-51,-1.8161215076168084e-51
41,28,-1.3112781755598875e-52,-3.805163365806521e-52
41,29,-1.3019426667545462e-53,1.4967646295970113e-53
41,30,1.8858848253546397e-55,-7.051096679238894e-56
41,31,3.39180239968236e-56,1.7512377317438758e-57
41,32,-2.597941361917734e-58,4.6885875176032034e-58
41,33,-8.831894299698481e-60,4.8369625100927665e-59
41,34,-5.036171888039628e-61,8.944476404176995e-61
41,35,-1.102956313577848e-61,3.2851907172391672e-62
41,36,9.847480798660814e-64,-1.1092351240450715e-63
41,37,1.2009970072819927e-65,-1.910317201210884e-64
41,38,-1.1143055480867116e-65,-1.6200998581001793e-66
41,39,-3.755653725146975e-67,-1.77426883631097e-67
41,40,2.115043763147429e-68,-2.557969292986381e-68
41,41,2.445728310582391e-69,3.422322782865383e-69
42,0,-2.035958988695855e-08,0.0
42,1,-6.977939580786502e-10,-1.1626866979859795e-10
42,2,-2.7562679611952122e-11,-2.0829565601032915e-11
42,3,-6.361003565132858e-15,1.6933927734992933e-12
42,4,2.857997209266428e-14,5.728255398051932e-15
42,5,-9.15985613845594e-16,-3.194695874710917e-16
42,6,7.857546475110367e-18,-2.7508016137021774e-18
42,7,2.1885362820607503e-19,-1.7494994973004925e-19
42,8,9.912464154106562e-22,1.0508108716667787e-21
42,9,-2.1252013822879864e-23,5.0086076567860856e-23
42,10,2.5562821323628623e-24,4.061940012460937e-24
42,11,2.1617961003967974e-26,3.493004181799859e-26
42,12,1.7438925101244378e-27,-4.459414352420177e-27
42,13,7.803020944845836e-30,4.6204975444327944e-29
42,14,-1.9025582195538504e-30,1.4741823151754595e-30
42,15,-7.371908292481187e-33,4.968483211924539e-32
42,16,7.1295410100906735e-34,-4.7900027038940534e-34
42,17,-7.176730748813513e-36,-1.400608181002239e-35
42,18,-1.3678623860907614e-36,2.0710482812927978e-37
42,19,-8.315250472866745e-39,-1.688423740119499e-38
42,20,5.1829918917571565e-40,6.355654452514844e-41
42,21,9.418415321698464e-43,-9.449010898209978e-42
42,22,5.70308506658647e-44,-1.990153935450877e-43
42,23,-6.82558879579325e-45,-7.3707346461245e-45
42,24,2.0850847274520157e-46,5.965569484231061e-47
42,25,-5.2556432605339115e-48,5.558140996504259e-48
42,26,-9.519938129405364e-50,-2.4099686236401056e-49
42,27,7.699712876569219e-51,-2.6613262866553994e-51
42,28,-1.776552426904528e-52,7.637006481805697e-53
42,29,-6.604031589559615e-54,-3.027613033478834e-54
42,30,1.2281139104324331e-55,2.5428830739102207e-56
42,31,7.508215488638905e-57,5.658960054078441e-57
42,32,3.0374930726052476e-58,2.231498114346385e-58
42,33,1.0070980667943022e-59,1.0002031014972706e-59
42,34,1.813410474741042e-61,6.802508987120658e-61
42,35,-1.3389590090082263e-62,4.9228517360663524e-64
42,36,4.813180467382978e-64,-5.606903530098284e-64
42,37,-3.3518923609133795e-65,1.5597516829181798e-65
42,38,5.979851675338434e-67,-3.1158841310037966e-66
42,39,5.717839071472278e-68,1.3066142490287285e-67
42,40,1.2374984453457402e-69,-2.4080659458709665e-69
42,41,3.364059478360233e-71,-2.890253422032828e-72
42,42,-4.650921149027097e-71,2.025528926316265e-71
43,0,6.027342155837835e-08,0.0
43,1,-1.483166489927844e-09,1.271656894734373e-09
43,2,-6.585901587734578e-11,-9.406372345605893e-12
43,3,8.232540472991965e-14,-2.3187888156908166e-14
43,4,6.787262927603408e-15,3.3930428858586537e-15
43,5,-7.601786578549865e-16,5.556521608142815e-16
43,6,1.245193720458364e-17,1.8899186539336826e-19
43,7,-6.672095073080582e-20,2.6720287565270585e-19
43,8,-6.0613659125205785e-22,-3.9031753978109e-22
43,9,-3.6160458421079366e-23,-1.5570808780504048e-22
43,10,-2.109645106597106e-25,8.435499266038173e-25
43,11,-7.412721080003993e-26,7.514023690238512e-26
43,12,-6.426563289902403e-28,1.555143174220035e-28
43,13,1.787691781057701e-29,-1.1576790557023779e-29
43,14,-9.88698135849801e-31,6.634953094768494e-31
43,15,1.845638969597895e-32,3.1851344302913326e-32
43,16,2.795299552146126e-34,9.419147725317659e-35
43,17,1.2912463897394108e-35,-1.2675103657657964e-35
43,18,-2.326377796340454e-37,-2.997263508147822e-37
43,19,-1.0270929220441943e-38,-1.2883782257816805e-38
43,20,-4.1542236991807157e-41,2.3702455051347177e-41
43,21,4.199121109866572e-42,6.698200104664206e-42
43,22,1.8101521763623386e-43,-7.383177474343821e-44
43,23,-6.625634918473398e-48,-5.5368463516994365e-45
43,24,1.1419586159022597e-46,-4.744244260583893e-47
43,25,9.464845947958637e-49,2.1734601120223233e-48
43,26,-7.407123692860513e-50,6.012366894965218e-50
43,27,2.690246392426556e-51,3.882839470024393e-53
43,28,-2.6761170416695995e-53,1.3649679783852406e-52
43,29,-1.2071470983052654e-54,3.697811994519926e-55
43,30,-1.5413671867752548e-55,-1.3671939899093792e-55
43,31,-2.17580009125813e-57,-3.7505724916636726e-58
43,32,-6.412917820166553e-59,9.289945329853265e-59
43,33,2.867106857806619e-60,-5.705700063915542e-61
43,34,6.802161705180972e-62,1.5652809478532398e-62
43,35,-1.5803115010080704e-63,4.0066377813830785e-63
43,36,1.8960535910434645e-65,-1.1803421027322001e-64
43,37,4.5747587344135313e-66,7.239945491891262e-66
43,38,-3.89667580039686e-67,4.89846621225605e-68
43,39,1.4030814399427787e-68,-9.711346155921955e-69
43,40,1.8020108714639006e-69,1.2826093092917505e-70
43,41,-2.0191235422258528e-71,3.192419039294144e-71
43,42,-6.721152033428487e-72,3.1125248582557565e-72
43,43,-2.8514913853442795e-73,-6.912986949691089e-73
44,0,3.224763104958748e-09,0.0
44,1,1.7397226988628234e-09,-6.495084455074029e-10
44,2,-4.210837721579847e-12,2.3193207577879878e-11
44,3,-6.684451523282254e-14,-6.345077407458884e-13
44,4,5.188594832610136e-15,-4.3104618465327125e-15
44,5,3.864756364068161e-17,3.115991905682922e-16
44,6,-1.2556111271037446e-17,4.3402054020164065e-18
44,7,2.0848586978608032e-19,3.795719303910553e-19
44,8,-4.1708113513470215e-21,-1.1389844734596154e-21
44,9,-1.408396378291003e-23,-1.2850737371349903e-22
44,10,-1.7348418743249566e-24,-2.9062127449378354e-24
44,11,-1.3836232240228035e-26,-1.450526500806273e-26
44,12,-9.596176786489137e-28,-3.279130203302655e-28
44,13,7.90195135752397e-30,-3.829653960172254e-29
44,14,-8.599025070314691e-31,-4.100804440362319e-31
44,15,5.823535146596461e-33,-2.0775090528540712e-32
44,16,3.6008207637965177e-34,5.122531735157596e-34
44,17,9.031020658121875e-36,3.057943163694088e-36
44,18,2.8035732319899292e-37,-1.8473585562956372e-37
44,19,3.1725768994459553e-41,-5.639419059648985e-39
44,20,-6.215654864443225e-41,1.1166172166049788e-41
44,21,-5.459125606428978e-42,3.020131027890834e-44
44,22,1.0238916328897385e-43,2.5029289650929597e-44
44,23,7.283782928935551e-46,4.138488017192451e-45
44,24,-2.377592250098128e-48,-1.0717203527542012e-46
44,25,1.4900335118007706e-48,4.2284444535413224e-50
44,26,-4.0861271195268333e-50,1.0030823973041502e-50
