l,m,C,S
31,15,-2.7952185435406844e-28,-9.661035047860805e-30
31,16,-1.7741124722712603e-31,-7.572763228162819e-30
31,17,-1.4214799642955336e-31,-1.5711487455685708e-32
31,18,1.0195973954198143e-32,-1.3056847126508955e-32
31,19,-5.8684543983308275e-36,-7.39677641759116e-35
31,20,-1.9380377893947785e-36,-8.95700405564384e-36
31,21,-6.690681377520447e-37,-2.3498611975243666e-37
31,22,3.0313389606509136e-38,-1.7723783226591197e-39
31,23,5.078097649237056e-39,2.9524812929734956e-39
31,24,3.556325443784189e-41,-2.2142279744596251e-41
31,25,-6.869916705521731e-42,-1.616724080508969e-42
31,26,-1.9828321532302375e-43,-2.6111519978291224e-43
31,27,1.8402593299944897e-45,8.801818749699162e-45
31,28,1.2545885179336731e-46,-6.7278238698141854e-46
31,29,7.623167909516644e-47,4.475607055366072e-47
31,30,1.6726034400190902e-49,2.4739269976180787e-48
31,31,3.971537680197734e-49,-3.813337696949182e-49
32,0,-2.5782143584142672e-06,0.0
32,1,-9.932865387404766e-08,7.442928895611307e-08
32,2,-6.850423425997223e-09,7.967039350025375e-10
32,3,3.1948568403354926e-11,-8.344735724686472e-11
32,4,1.9571855070039988e-13,-1.1107095747709546e-12
32,5,-5.617896317810539e-14,-1.6519376138050901e-13
32,6,2.088678993862239e-15,-2.7555446502229295e-15
32,7,-5.574711261986369e-17,-1.6890761799882582e-16
32,8,3.569080452750987e-19,6.11952170638443e-19
32,9,-3.704655544834996e-20,1.3352179823188664e-19
32,10,1.4751176314034683e-21,2.065873916757509e-21
32,11,-4.0775025031898477e-23,-4.4093331897981915e-23
32,12,3.533933204178975e-24,4.7912010843632585e-25
32,13,-3.5579027801556913e-26,-6.893236815313914e-26
32,14,2.310692452220554e-27,-3.7047762733224395e-27
32,15,-1.568341343717116e-28,1.1741702208336643e-28
32,16,-1.4459287450262989e-30,5.605496528129045e-31
32,17,-2.1816436065181562e-31,-8.094242517712474e-32
32,18,7.589451164422946e-33,1.6579803817274978e-33
32,19,1.0212386549001588e-35,1.9140242743616833e-34
32,20,1.01571648841971e-35,-1.1852869177260786e-35
32,21,3.875560326645018e-37,1.7750039126913644e-37
32,22,-2.0435804632166515e-38,3.160129629000486e-39
32,23,3.360736285623546e-40,-2.9086891017623502e-40
32,24,-9.884361034948096e-42,9.29722149783865e-42
32,25,-4.7217392433998275e-43,9.891433799293175e-43
32,26,1.1248921302377517e-43,1.286942309878774e-44
32,27,1.2205552587188923e-45,4.306580857882987e-45
32,28,2.6235199161031707e-46,-1.0377959286714977e-46
32,29,6.79991547139553e-48,1.9480037721516807e-47
32,30,-8.958436170217381e-49,-1.1886417970210572e-48
32,31,8.829956927167898e-50,-6.732537360378547e-50
32,32,5.2367869001401637e-51,-1.6939857767696876e-51
33,0,8.710834776298759e-07,0.0
33,1,6.244457032932132e-08,-1.8120243471365902e-08
33,2,6.943069240953642e-09,-3.4732690986162084e-09
33,3,3.233109706718295e-11,1.790832075873714e-10
33,4,1.33597865406136e-12,1.45207474038168e-12
33,5,7.543665254708824e-14,3.23385959620246e-14
33,6,-1.872478248731592e-15,-1.0624044410720445e-15
33,7,1.5447234072654338e-16,2.460562230934593e-17
33,8,1.922589935778307e-18,2.7676348309440855e-18
33,9,8.83602872332433e-20,6.599219529728078e-20
33,10,-1.950321302462051e-21,1.0191218892187734e-21
33,11,2.3874938290841166e-23,4.435452408282632e-23
33,12,2.1678897743258067e-24,-4.7287888160241964e-26
33,13,-9.230737464046087e-26,-7.075183791379209e-26
33,14,-2.1632148488501556e-27,1.1241779002212592e-27
33,15,-4.960026336301172e-29,1.7780480322433148e-28
33,16,3.362647777811876e-30,2.7788380775061133e-30
33,17,8.516742641474557e-32,-1.1734536704583589e-31
33,18,-3.658273415237257e-34,-3.529894921655825e-33
33,19,1.0629871477148051e-34,9.804919258811865e-35
33,20,8.033607568699803e-37,-1.8699615694306e-36
33,21,-3.247663016442328e-37,-3.099629789405388e-39
33,22,-7.437651182408272e-40,-5.41636635089249e-39
33,23,9.166998842556397e-41,8.731812123222351e-41
33,24,-9.175157224022733e-42,7.694287623449559e-42
33,25,4.8527481988009464e-43,5.3709635331723466e-43
33,26,2.172905265045651e-44,2.483973300102424e-44
33,27,2.269009496601768e-46,-3.0680798806097446e-46
33,28,-9.475599840703542e-47,-7.125099655942775e-47
33,29,-1.478097489736161e-48,-1.4892377964985844e-48
33,30,-9.806755824733483e-50,2.1453829721375804e-49
33,31,-1.207840939492324e-50,1.3111012675767682e-50
33,32,-2.0535748294696308e-51,1.5173926279484198e-51
33,33,4.74939090083757e-54,3.405424220723006e-52
34,0,1.1627116424574838e-07,0.0
34,1,9.56457589542743e-08,-8.152967448211564e-08
34,2,2.2194526900809516e-09,-2.505362094017745e-10
34,3,-1.016567131279676e-10,-3.117707809296705e-11
34,4,1.5931183856414e-12,-1.6013068459077109e-12
34,5,5.0746472891385165e-14,2.8774482750602295e-14
34,6,1.859048701676002e-15,1.1521049685660996e-15
34,7,4.3443512039326844e-17,6.701819906626346e-17
34,8,-2.490097504342609e-18,1.2741909515932859e-18
34,9,4.2782561230485616e-20,-3.747435901379216e-20
34,10,2.6960389483348904e-22,-3.2650768580448175e-21
34,11,2.622835773019103e-23,-6.299111978033775e-23
34,12,3.927640413552738e-25,2.1892544095031203e-24
34,13,-6.934033258319251e-27,3.1544013077234176e-26
34,14,-4.347437271648177e-28,-6.266530235016461e-28
34,15,-1.4062152492083467e-29,4.59602271153406e-30
34,16,1.5730728078234795e-30,-2.0107181619694374e-30
34,17,1.5392814396447043e-32,-3.452124864566205e-32
34,18,-1.3685067070780637e-33,8.586350404926597e-34
34,19,-7.592973010373174e-35,4.316769935924339e-35
34,20,-1.7893814881793505e-36,-1.063479968607248e-36
34,21,1.3561670194323593e-37,-3.343668190894274e-38
34,22,6.093304291715113e-39,4.661471496172632e-40
34,23,-1.4730777710144712e-40,-5.136880420034319e-41
34,24,-1.1892323727866217e-42,-2.423455601706237e-42
34,25,4.907310146115687e-44,1.988731588685513e-43
34,26,-8.186375795217876e-45,8.902376714270921e-46
34,27,-1.458802691727772e-47,-1.819742249936093e-46
34,28,-1.0359203581603794e-47,1.9422075094957623e-47
34,29,5.6411653025066834e-49,-1.6700898817660663e-49
34,30,-1.9244077726031514e-50,-6.428209090951648e-52
34,31,3.069397802206584e-51,5.972216115175689e-52
34,32,-2.8372275948877998e-53,4.774770079396335e-53
34,33,-1.2793904174579915e-53,2.5603439429958015e-53
34,34,1.0467373742404213e-55,-3.259395522854255e-54
35,0,1.0656538836509551e-06,0.0
35,1,1.0474231281469469e-07,1.5808675701049503e-07
35,2,-3.183701735982832e-09,2.018868050110266e-09
35,3,1.2235709967804145e-11,1.2872853156761146e-10
35,4,2.237534065791088e-12,-4.398064425062215e-12
35,5,2.245714821381742e-14,4.266160078217513e-14
35,6,-8.232120143626641e-16,5.6454796132964425e-18
35,7,-1.3553063683606061e-18,-8.438715201491235e-18
35,8,3.3035989438225243e-19,2.2871916183454853e-18
35,9,6.529345717138207e-20,7.128556097232976e-21
35,10,-1.7152763946857193e-21,-7.706984211822726e-22
35,11,-4.887095616774977e-23,1.9441937481315652e-23
35,12,6.645638971309825e-25,2.2218181442374496e-25
35,13,-4.473986198897732e-26,-1.702670521026987e-26
35,14,9.82843575510168e-28,-7.51256177624244e-28
35,15,1.0000695876621254e-29,-3.136272535294937e-29
35,16,7.487833052445599e-31,1.4006156481846418e-31
35,17,3.072993442307677e-32,-2.7218987908769734e-32
35,18,-9.33756677823795e-34,9.05866793770626e-34
35,19,-5.204836230003288e-36,1.4970207981215496e-35
35,20,-3.4451520977113962e-37,6.158286890578509e-37
35,21,6.709296041627684e-38,1.4611333473493385e-38
35,22,-8.409038709305323e-40,-2.5298011888989046e-39
35,23,-1.4398951454903533e-41,-6.50957939096478e-41
35,24,-4.260285689575947e-44,-1.0707927127590453e-42
35,25,3.272460496641622e-45,6.700446902358136e-46
35,26,-2.1505592130454446e-45,-5.731300540781358e-45
35,27,4.761347222227322e-47,-3.012472336468086e-47
35,28,3.309701631227583e-48,3.849839091373419e-48
35,29,4.763173822133691e-49,-7.370567909396303e-50
35,30,4.9658774768857386e-51,2.1574580283404444e-50
35,31,7.712069864939226e-52,8.001634623216246e-52
35,32,-6.2796094323532185e-53,3.245155392782927e-53
35,33,3.2896857028617426e-54,-1.9083535884182314e-54
35,34,3.1223445846639645e-55,-1.3191657082305081e-55
35,35,-6.988420118474941e-57,2.54466953000278e-56
36,0,1.4543116772835882e-06,0.0
36,1,-9.52251588696973e-08,1.6220228809282925e-07
36,2,2.088666883169535e-09,-1.0794274847123642e-09
36,3,1.695220072946564e-10,-9.258690741777931e-11
36,4,-4.829081086324245e-13,-9.197501086268838e-13
36,5,-1.4672817125667595e-15,1.4656296425307417e-14
36,6,-1.5874676303432692e-15,9.12537410706748e-16
36,7,-7.86289178375482e-18,2.0947295735798328e-17
36,8,-4.192133658745743e-21,1.2037188730829234e-18
36,9,-2.0487081415143208e-20,-3.000450574647092e-20
36,10,8.76740097023326e-23,3.590972732255693e-22
36,11,1.4356623751603026e-23,5.016731838592702e-24
36,12,-5.635073139759646e-25,4.370365947073032e-25
36,13,-3.380354653890298e-26,-5.942519003002966e-27
36,14,1.727360828839945e-28,-5.239990997700365e-28
36,15,6.1582159418877705e-30,-9.280028801545627e-30
36,16,-3.369250399923053e-31,1.1429540916034195e-30
36,17,-3.202794335153025e-32,-5.740999615328861e-33
36,18,-8.605972786622718e-35,2.948621986177462e-34
36,19,1.8256236589877352e-35,2.3343250607234963e-35
36,20,-6.493720600395395e-37,-3.6000633006568743e-37
36,21,3.1040626039622904e-38,-5.986304026339857e-39
36,22,-2.0026101685430225e-40,4.0518988863004976e-40
36,23,-2.604166886254139e-41,2.863641194461373e-41
36,24,1.1504996252654987e-43,2.8454309807699646e-43
36,25,-2.8684943015739974e-44,3.6374096000753905e-44
36,26,3.3522259041438986e-46,2.048094213383761e-46
36,27,4.714488262317488e-47,8.868675443489422e-47
36,28,4.573853362930053e-49,2.1391785978541793e-48
36,29,-4.2042035599460817e-50,4.444816436195256e-50
36,30,-2.2305565628362773e-51,2.207642875263597e-51
36,31,-1.4470072527782009e-52,-2.4467206677036965e-52
36,32,-1.72409237413914e-54,-9.595057747863904e-54
36,33,1.0833930327860143e-54,-8.242226681332027e-55
36,34,-1.2314395739142149e-56,2.8738876171078484e-56
36,35,4.071692471259968e-57,6.037718581815963e-57
36,36,3.0348532372053834e-59,3.449235131644247e-58
37,0,1.9382166156615473e-06,0.0
37,1,9.198833404909873e-09,3.5311997517570874e-08
37,2,-2.1520908121729475e-09,-3.3086526024265696e-09
37,3,-5.884463674767091e-11,7.119693323381018e-11
37,4,-2.407300718412464e-13,3.1184209730626454e-13
37,5,4.562497992783925e-14,7.717715611879454e-14
37,6,1.9292111703888248e-16,-7.089329943065088e-16
37,7,5.418141216958488e-17,-1.1993776965969063e-17
37,8,-2.6605594301575e-19,-8.334873409461254e-19
37,9,-1.8988709633116928e-20,-3.067383455258724e-20
37,10,2.061170808160194e-21,-2.2280236675487264e-22
37,11,3.3406892257781845e-24,-9.203472540457307e-24
37,12,-2.4176206742525824e-25,-3.7323536571056934e-25
37,13,1.8720105856349328e-27,1.1063540741458524e-26
37,14,3.061907715392458e-28,-6.427537829523673e-28
37,15,4.177011170107667e-30,7.262527361623368e-30
37,16,-1.4851868519476154e-31,4.602276720095798e-31
37,17,3.773859352242876e-33,-2.271822976405795e-32
37,18,2.017932216845469e-34,4.9842799314186586e-34
37,19,-7.104824240921881e-36,-1.0037362500536464e-35
37,20,-2.658475472803887e-37,-1.6501108525960874e-38
37,21,-7.502081863265856e-39,-1.4980298861724584e-39
37,22,2.0324099479623908e-41,-6.269041016372502e-40
37,23,1.1724506131539583e-41,1.864561895897257e-41
37,24,-2.2954567890957567e-43,1.6560157418726924e-44
37,25,-5.99462630371298e-45,2.8809934956848583e-45
37,26,1.3137254228393313e-46,-2.748493875706562e-46
37,27,-1.4556254013454464e-47,-2.3773192105085542e-47
37,28,-4.496512782672708e-49,-1.2414967958464703e-48
37,29,-1.185531434557559e-50,6.907077687011342e-51
37,30,-5.5160136051380234e-52,-7.01299527050095e-52
37,31,-9.147139301007673e-54,4.022404028879714e-53
37,32,2.2165589050286686e-54,4.253391573516599e-54
37,33,6.564563899697735e-56,1.2582360483622001e-55
37,34,-2.566732424443104e-57,9.47310165569448e-57
37,35,8.581219944995398e-58,4.430238012961862e-58
37,36,-8.457633968294442e-59,-3.5385602729406624e-59
37,37,4.262595612983076e-60,-2.3827609853076774e-60
38,0,3.983593331074331e-07,0.0
38,1,1.1994258066915208e-08,4.3516877541941026e-08
38,2,1.1917656731317134e-10,1.5336642999154172e-10
38,3,-2.0196807199787755e-11,6.724687655901346e-11
38,4,-3.2278248840909147e-13,1.3382794634274794e-12
38,5,2.843951826713767e-14,-1.4854357342481696e-14
38,6,2.0581168552094385e-16,9.643993834088888e-16
38,7,-4.546729643078061e-17,-4.8830598004748466e-18
38,8,-1.521697967649557e-18,-1.2785898577117754e-19
38,9,1.162960666364072e-20,-6.599844509500219e-21
38,10,3.56965311601287e-22,7.864652060211451e-23
38,11,-6.831218639730025e-24,-2.895561108572248e-24
38,12,-1.3908044589970323e-25,3.082470830413504e-25
38,13,-3.2123110000587722e-27,-1.284174439878993e-26
38,14,9.184636432682081e-30,8.546012737381696e-30
38,15,-1.0008240060939546e-30,1.9881810638758164e-29
38,16,3.2664824715523935e-32,-5.206644957575935e-32
38,17,-1.2370035361148221e-33,-7.544970855656204e-33
38,18,1.9705651663842816e-34,-5.071091515990791e-35
38,19,1.008357150994241e-35,3.2880540747983816e-36
38,20,-1.786748394525514e-37,1.0060174245933253e-37
38,21,1.6497805750022733e-39,-5.389794506339613e-39
38,22,-7.376214580232221e-41,1.6032994317050728e-40
38,23,3.4009054471681357e-43,6.375670119283824e-42
38,24,4.941213500253046e-44,-2.4012843072274285e-43
38,25,-1.052248110889588e-46,4.6224110165530746e-46
38,26,-4.3326387217248687e-47,-2.698510140502911e-47
38,27,2.8648635915509783e-48,-1.6365269963132747e-48
38,28,3.010695907836365e-49,1.964637528632209e-49
38,29,1.8922974908280115e-51,2.762514829418667e-51
38,30,-7.463628867603366e-52,-2.2527409921272123e-53
38,31,-4.8528592119009917e-54,1.9498452218897668e-53
38,32,3.2125469470728658e-55,2.4422300125352258e-55
38,33,-2.6270512037202227e-56,-1.2599859937750788e-56
38,34,-9.811272662957472e-58,-2.3600736761149722e-57
38,35,-2.171686435642342e-59,-8.695871002160956e-59
38,36,-1.175959582848261e-59,6.673233793482961e-60
38,37,-4.33327867036652e-62,7.948761283456955e-62
38,38,-9.144183177829691e-62,-9.801338463137608e-63
39,0,-2.9551995178895933e-06,0.0
39,1,-5.44093663513876e-08,-4.8681564670309746e-08
39,2,-1.2884083738350451e-09,-3.983579609590317e-10
39,3,4.823638780637674e-11,-6.107039284290299e-12
39,4,1.2877381995801022e-13,-4.3078755102331615e-13
39,5,-8.781389576944185e-16,-2.985265482436754e-14
39,6,5.82659844896294e-16,-7.691133824453416e-16
39,7,-6.062067652329408e-18,1.0233957330316031e-17
39,8,4.127833085024684e-19,-6.519434263074661e-20
39,9,-1.1670560615679027e-21,-8.114984609469166e-21
39,10,-3.746773952602314e-22,6.328084274599428e-23
39,11,-1.1442306555998386e-24,8.094976570678612e-24
39,12,-1.2485591639820313e-25,1.7128728173132694e-25
39,13,3.6597870643025934e-27,4.523601551134463e-27
39,14,2.269442845994308e-28,1.8942082456747486e-28
39,15,-1.5543474222783466e-30,-8.678632078019821e-30
39,16,1.3269949005321326e-31,-2.611596552905378e-31
39,17,-3.822807625086085e-33,-3.152241033558548e-33
39,18,3.857342095482172e-35,1.1165463799676642e-34
39,19,7.322275231093539e-37,-2.9980645901292713e-36
39,20,-1.7969288301579536e-37,-3.137976336673506e-38
39,21,2.5756103990917867e-39,3.6119184555629005e-40
39,22,4.0933601250366264e-42,9.40839630555843e-41
39,23,4.092850332325726e-42,7.319362600920203e-44
39,24,-9.867977322034186e-44,-9.811649167304785e-44
39,25,-1.7539211266130612e-45,2.228531856047748e-45
39,26,2.8670406954937713e-47,-7.478764724108433e-47
39,27,1.716198699105253e-48,-1.0215489583638382e-48
39,28,-1.097005527339041e-50,1.5091183059471963e-49
39,29,-7.679684472607694e-52,-5.631847553344762e-53
39,30,6.136131650698778e-53,-1.6983810708327584e-52
39,31,6.537138975334536e-54,4.462895929492487e-54
39,32,3.827407571546322e-55,1.8455173353970102e-57
39,33,-1.1766098887403412e-56,-2.806927753418838e-58
39,34,1.9520038782701983e-58,-3.753358202375259e-58
39,35,1.753491616051563e-59,5.713761356211915e-59
39,36,-2.3613554327520678e-60,2.940031120164148e-60
39,37,1.0194753161097772e-61,-1.1172851153817875e-61
39,38,-9.210409028481363e-63,4.4391254536326917e-63
39,39,8.118887505903861e-64,-3.728550498842336e-64
40,0,2.2343639774400005e-07,0.0
40,1,1.668233548658724e-07,3.334635927631493e-08
40,2,-6.570078259605225e-10,1.7905293339215642e-09
40,3,4.776509053971123e-11,4.201015143900017e-11
40,4,-1.2983683567619912e-12,-2.4839764332625094e-14
40,5,-1.2465722411237716e-14,-2.281024716467956e-14
40,6,-3.532014016161994e-16,6.053736142872493e-16
40,7,-2.2185539280549168e-17,-3.976002419480033e-18
40,8,2.112224695761322e-19,1.0655198636322336e-20
40,9,-2.7986112007480505e-21,-7.762338275519645e-21
40,10,1.892185772366297e-23,2.8425928967353085e-23
40,11,5.872624536142217e-25,-5.810611536334271e-24
40,12,9.157039171668217e-26,-4.941296681952463e-26
40,13,9.995472354832198e-28,2.2104253444843117e-27
40,14,-5.986537623451298e-30,7.874282715865992e-29
40,15,-1.8907605766255952e-30,-5.933008012892674e-30
40,16,-5.391002196446427e-32,-8.200576193679885e-32
40,17,4.469751257848836e-34,1.8897056584055615e-33
40,18,-4.6868777920478654e-35,6.338732133328659e-35
40,19,4.686218470392301e-37,1.9549233781682534e-36
40,20,-7.781605671830929e-39,-4.07339058583329e-38
40,21,2.441319195392298e-39,-2.3971637818007614e-40
40,22,-2.1854217497562151e-41,-1.6299235659015088e-41
40,23,6.808053502650156e-44,-3.607729849498543e-43
40,24,2.6858419360521274e-44,8.756917531628699e-45
40,25,1.423542727711789e-45,3.678297300297564e-46
40,26,-4.564925741346882e-47,-6.16316767709233e-48
40,27,-3.626009073295067e-49,-4.114390818372247e-49
40,28,-3.5241629970655135e-50,4.473056618414075e-50
40,29,-1.190394859215949e-51,-2.7978926663540994e-52
40,30,-1.4358172563556245e-53,-3.746334495382178e-53
40,31,-2.2073330614589382e-54,-9.547777424413639e-55
40,32,-1.1944514363771842e-55,-7.182675224376931e-56
40,33,-7.711533478062524e-57,-3.732031224758385e-57
40,34,1.2579026619663404e-58,5.910826567508154e-59
40,35,-6.009042194563077e-60,4.6133134365650356e-60
40,36,-1.3770407436571936e-61,-2.0390120088909683e-61
40,37,-1.3367625094561623e-62,6.930302529731858e-63
40,38,4.3056477033505845e-64,8.637647930422112e-64
40,39,4.380256098113357e-65,1.1013155403100892e-64
40,40,-3.6526565440010864e-67,5.0770229060254056e-67
41,0,2.5779891097209444e-06,0.0
41,1,-2.4300491487384393e-08,1.0125797252069515e-08
41,2,8.510949892213936e-10,-1.427933992779128e-09
41,3,-5.3860777182223014e-11,-2.499507257690255e-11
41,4,2.663565127866434e-13,-8.392057319210549e-13
41,5,3.8725468566749214e-14,-1.0396876183223477e-14
41,6,-1.2671240578823315e-16,1.6844116334103231e-16
41,7,8.73469735577443e-18,1.4297723682692375e-17
41,8,-2.5666864326608375e-19,-2.3546981875012586e-19
41,9,-3.545474204029003e-21,-2.678640668546594e-21
41,10,5.329685492109354e-23,2.324457336806176e-22
41,11,5.98502887748229e-24,5.2255200798069105e-24
41,12,-8.880472414785817e-26,-1.8847906760966974e-25
41,13,2.2739322083699003e-28,3.301348017100146e-28
41,14,-1.0553767909408712e-28,7.964091155658482e-29
41,15,-1.7680385969746565e-30,1.4459744558237683e-30
41,16,1.2258209135961018e-31,4.8232473295342936e-32
41,17,-7.363406987546374e-34,1.738555453467665e-33
41,18,-1.5905833714806945e-36,1.1644325781383403e-36
41,19,-5.022782876927983e-37,-1.4989602387165702e-36
41,20,-3.597871174579205e-39,-8.826945978387172e-39
41,21,-3.1962986295761736e-40,1.806200562634744e-40
41,22,8.099782669165395e-42,-2.0121911139546268e-41
41,23,1.5032050069518737e-43,3.230685125114794e-43
41,24,-8.989284063306638e-45,-2.0154865418382116e-46
41,25,-4.908623368601105e-46,-3.606132734245457e-46
41,26,3.315101012703446e-48,-3.153847559583723e-48
41,27,9.525339465980808e-49,-6.61349011732354e-49
41,28,2.2786565076420906e-50,1.0653721771825973e-50
41,29,3.56408117556899e-52,-1.1456805168104226e-51
41,30,-1.1883720507046463e-53,-5.1692132942958265e-54
41,31,3.551396387956694e-55,-1.8781214839890818e-55
41,32,3.187494061378813e-57,-1.5683581014161456e-56
41,33,-1.4872635736330365e-58,-1.2379117754966256e-58
41,34,4.495370026575131e-59,3.5653507526347267e-59
41,35,-4.96456547076176e-61,6.704937464099662e-61
41,36,5.978269000683081e-62,3.8720290537476e-63
41,37,1.853682870456526e-63,-1.5818268319991044e-63
41,38,-8.444186590360565e-65,-1.2885451790457023e-64
41,39,1.5309780736880538e-65,-4.749207924830608e-66
41,40,-3.531346937159169e-68,-1.0136521175251108e-66
41,41,1.4096249411792215e-68,1.8702189478517325e-67
42,0,1.4586176787793966e-06,0.0
42,1,-6.325408405023884e-08,-3.9764910058130505e-08
42,2,-2.0332029562902405e-09,-2.2484669113822344e-09
42,3,3.3455011116191207e-11,-3.751487665198152e-11
42,4,3.004673912773472e-14,7.414260864194013e-13
42,5,-2.7493099088316164e-14,4.835612584387805e-15
42,6,-3.153928144236016e-16,2.591716160216171e-16
42,7,6.464293591500087e-19,3.3596469810501305e-18
42,8,-4.054708599728444e-20,-6.355614039084478e-20
42,9,1.8955472437790944e-21,-8.6726121709975e-22
42,10,2.917711559182561e-22,2.731727578073282e-23
42,11,-1.3282755625425322e-24,-7.163791036669793e-25
42,12,4.606547568083622e-26,-2.0472764101974297e-26
42,13,-1.0459128908142711e-27,-2.342487814291588e-27
42,14,-2.203123324458003e-29,3.930738262890418e-29
42,15,6.442013161509956e-31,-1.3542011481354342e-30
42,16,-9.563335641256198e-33,-5.491163719604123e-32
42,17,7.545433130551086e-34,-8.047600789232221e-34
42,18,7.862320537364734e-36,-1.6153838005937778e-35
42,19,3.2843707192913662e-37,1.5336336213272765e-37
42,20,-2.843831485114344e-39,1.6656917772018798e-38
42,21,1.7867629005428072e-40,2.367762536298462e-40
42,22,-1.7338620593140762e-41,-5.607584349181553e-42
42,23,1.4317301160996415e-43,4.790241961463198e-43
42,24,9.380270014393723e-46,-8.277501150623257e-45
42,25,1.9316665840883014e-46,1.5109053042267985e-46
42,26,3.930907761916344e-48,-7.354473615375338e-49
42,27,1.516657166656883e-50,6.130383428001957e-50
42,28,-1.5747906482680636e-51,-3.525501850759148e-51
42,29,-1.5965989454903343e-52,-4.361304406500978e-52
42,30,1.2670346624939503e-55,2.3667876460902285e-54
42,31,-2.0506669152749923e-55,5.926220994381252e-55
42,32,-1.1276705343559516e-56,-1.2034456874380584e-56
42,33,6.119916495293985e-60,-1.836650517489327e-58
42,34,9.749874554758246e-60,5.10364024120883e-60
42,35,5.8728077728512994e-61,-5.354112751525658e-61
42,36,4.6165042758447094e-63,-9.541778133319979e-63
42,37,-8.545340437980581e-64,1.7992420801799564e-63
42,38,-1.2648283217730909e-65,3.540281148925046e-65
42,39,9.322275467705779e-67,-5.380509206634645e-66
42,40,6.293559209583486e-68,2.1438225589451784e-67
42,41,6.002778491971218e-69,-7.387092103924928e-69
42,42,1.2394519573434571e-69,-1.2603821199269994e-69
43,0,-1.1391041140888897e-06,0.0
43,1,2.9252344140748884e-08,-7.177753982651286e-08
43,2,1.317503709536061e-09,-2.26362452251386e-09
43,3,-1.2264308507546671e-11,2.2627480590838484e-11
43,4,4.957512586316677e-13,-1.4473389889488293e-13
43,5,1.194455530962627e-14,1.0279869205197176e-14
43,6,4.517581771298408e-16,2.3546791021035355e-16
43,7,-4.490038727090297e-18,-1.032770619465688e-17
43,8,-2.1974008494232e-19,-1.8268550167022894e-19
43,9,4.255592515643129e-21,1.7238559040588728e-22
43,10,-1.2412023965682921e-22,1.7990029280137996e-22
43,11,-4.687036204267414e-24,-3.7092138947453327e-25
43,12,-3.423763573054258e-26,-1.2390416001123886e-26
43,13,4.252039853120189e-28,-1.214764338479918e-27
43,14,1.6294694859503018e-29,-2.4279705202386834e-30
43,15,1.0894987132989537e-30,-1.239307195013502e-30
43,16,-2.4317336919730332e-32,-4.3257800318444247e-33
43,17,-1.6131220013233155e-33,9.374102940032846e-34
43,18,-2.127025272099385e-35,-1.5411473307099752e-35
43,19,7.104667261019799e-37,2.1739977257038633e-37
43,20,3.552846348641438e-39,-1.3195957706997617e-39
43,21,-2.798957092198181e-40,-4.322185306394753e-40
43,22,-8.934906701713086e-42,-4.026069529271346e-42
43,23,3.266242047731462e-43,2.5161685467905725e-43
43,24,-2.6406525094135606e-45,-2.906271740613877e-45
43,25,1.3930025597968431e-46,-1.1491910124354035e-46
43,26,-1.448285328576991e-48,5.406826950644094e-48
43,27,4.441063537222327e-50,-1.4439100331335052e-50
43,28,-2.8851566725411135e-51,1.3410973890314295e-51
43,29,-8.735390101657847e-53,1.7760397674774312e-53
43,30,-4.236435153700376e-54,2.1411211091487258e-54
43,31,7.961224741293901e-56,-6.601058394093066e-56
43,32,2.8566231037022805e-58,1.975483699285926e-57
43,33,5.991809989269621e-59,1.0972194263538718e-58
43,34,4.0516025803855784e-60,3.581451891798219e-60
43,35,-7.271500509742528e-62,-2.760693656292706e-61
43,36,-3.1151185554520496e-63,5.744094246154463e-63
43,37,2.5445371756653755e-64,1.3105950414633041e-64
43,38,6.355969956905624e-66,-8.628089887694444e-66
43,39,7.93762153615831e-67,4.2627631809895786e-68
43,40,-2.6254219393192723e-68,2.204695330061026e-68
43,41,-2.507071845333459e-69,1.3489705007047957e-69
43,42,5.365577822209269e-71,1.6021316814154284e-70
43,43,2.7621263634900607e-73,-5.997775820430795e-72
44,0,1.4070699496031549e-08,0.0
44,1,3.65252208547522e-08,-3.577310558179895e-08
44,2,-1.9308364529494443e-10,1.4690353128008506e-09
44,3,6.890236656094019e-11,-7.166632050732535e-12
44,4,-1.046246241771882e-12,-5.811713566203224e-13
44,5,6.6403999797652164e-15,-1.049410856111025e-14
44,6,-3.5098626007472356e-16,-3.4477026674389894e-16
44,7,1.6664445178371314e-18,-5.8550965128829775e-18
44,8,4.948143938511923e-20,1.2590806836803436e-19
44,9,-1.6165047961352354e-21,5.646164859691749e-21
44,10,-1.01371856026875e-22,-1.5031591980833724e-22
44,11,3.1361197367106112e-24,-4.839728144821102e-25
44,12,-4.24850785725359e-27,3.218473711092698e-26
44,13,3.7939636123847997e-28,8.469639297379537e-28
44,14,-2.5898293971420285e-29,1.9696473819285083e-29
44,15,2.145574841588579e-31,4.439620038698214e-31
44,16,-1.3610130699742372e-32,4.0913924139116524e-32
44,17,-3.6351355595896395e-35,-3.387569194116781e-35
44,18,8.962446056253237e-36,-2.293542177422058e-36
44,19,-3.824886120790388e-37,8.44580951894816e-38
44,20,-7.103544343605677e-39,-6.045170099832232e-39
44,21,5.305480118005839e-41,-2.61073286600873e-41
44,22,1.740031288940903e-43,2.99595569489601e-42
44,23,5.19583977246934e-44,2.3385517513609137e-44
44,24,1.3747434550085383e-45,-2.2246015087123828e-45
44,25,-6.181795363887935e-47,2.0398567454004874e-47
